notification_id,work_order_id,functional_location,asset_id,notification_date,notification_priority,notification_source,detected_by_team,inspection_route_type,symptom,failure_mode,repeat_failure_code,responsible_discipline,reassigned_discipline,planner_group,notification_status,order_created_date,order_type,order_status,planned_start_date,planned_finish_date,actual_start_date,actual_end_date,replanning_count,closure_code,closure_text,action_type,action_text,defect_confirmed,labor_hours,maintenance_cost,linked_loss_event_id
N0001061,WO0000654,PLT-RU-RB-AIR,FT-RB-AIR-01,2025-07-14,3,Operator Report,Recovery Boiler - Operations,,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,RB-AUTOMATION,Closed,2025-07-19,PM02,Completed,2025-09-27,2025-09-27,2025-09-27,2025-09-27,2,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,5.60,1651.77,
N0001062,,PLT-RU-LIM-BRN,FV-LIM-BRN-01,2025-07-14,2,Operator Report,Lime Kiln - Operations,,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,LIM-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.49,105.35,
N0001063,WO0000655,PLT-FL-DIG-DIS,LT-DIG-DIS-01,2025-07-16,3,Planned Inspection,Digester - Inspection,Planned Inspection,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,DIG-INSTRUMENTATION,Closed,2025-07-19,PM02,Completed,2025-08-02,2025-08-02,2025-08-02,2025-08-02,0,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,5.07,1494.21,
N0001064,,PLT-FL-WSH-FIL,FV-WSH-FIL-01,2025-07-18,3,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,WSH-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.59,121.77,
N0001065,,PLT-FL-BLE-CHM,P-BLE-CHM-01,2025-07-20,3,Condition Monitoring,Bleaching - Condition Monitoring,Predictive Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,BLE-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.05,231.20,
N0001066,,PLT-RU-RB-AIR,FT-RB-AIR-01,2025-07-21,3,Operator Report,Recovery Boiler - Operations,,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,Automation,RB-AUTOMATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.00,197.84,
N0001067,,PLT-FL-WSH-KNR,XV-WSH-KNR-01,2025-07-21,3,Planned Inspection,Washing & Screening - Inspection,Planned Inspection,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,Instrumentation,WSH-INSTRUMENTATION,Closed,,,,,,,,,OPERATING_CONDITION,Observed response is within the current operating envelope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.88,356.86,
N0001068,WO0000656,PLT-RU-CAU-GLC,LT-CAU-GLC-01,2025-07-22,3,Planned Inspection,Causticizing - Inspection,Planned Inspection,Control sequence response differs from approved logic.,CONTROL_SEQUENCE_DEVIATION,CONTROL_SEQUENCE_DEVIATION,Automation,,CAU-AUTOMATION,Closed,2025-07-23,PM02,Completed,2025-08-09,2025-08-10,2025-08-09,2025-08-10,0,WORK_COMPLETED,Corrective scope executed and checked.,Control logic correction,Control logic correction performed; post-work functional check within tolerance.,TRUE,9.75,2876.57,
N0001069,,PLT-RU-CAU-REA,M-CAU-REA-01,2025-07-23,3,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Insulation test trending below reference.,INSULATION_DEGRADATION,INSULATION_DEGRADATION,Electrical,,CAU-ELECTRICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.91,225.89,
N0001070,,PLT-RU-UTL-PWT,M-UTL-PWT-01,2025-07-26,2,Condition Monitoring,Utilities - Condition Monitoring,Predictive Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,UTL-ELECTRICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.34,133.00,
N0001071,WO0000657,PLT-FL-DRY-LUB,LU-DRY-LUB-01,2025-07-27,2,Planned Inspection,Drying - Inspection,Planned Inspection,Lubricant level below normal mark.,LOW_LUBE_LEVEL,LOW_LUBE_LEVEL,Lubrication,,DRY-LUBRICATION,Closed,2025-08-01,PM02,Completed,2025-08-20,2025-08-21,2025-08-20,2025-08-21,1,WORK_COMPLETED,Corrective scope executed and checked.,Lubrication,Lubrication performed; post-work functional check within tolerance.,TRUE,2.70,1337.31,
N0001072,WO0000658,PLT-RU-CAU-GLC,P-CAU-GLC-01,2025-07-30,2,Maintenance Sensory Route,Causticizing - Maintenance Route A,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,CAU-MECHANICAL,Closed,2025-08-01,PM02,Cancelled,2025-08-28,2025-08-29,,,1,CANCELLED,Order cancelled after scope review; no execution recorded.,,,TRUE,1.22,217.08,
N0001073,WO0000659,PLT-FL-DRY-HYD,PT-DRY-HYD-01,2025-07-30,3,Planned Inspection,Drying - Inspection,Planned Inspection,Pressure response delayed during process change.,IMPULSE_LINE_RESTRICTION,IMPULSE_LINE_RESTRICTION,Instrumentation,,DRY-INSTRUMENTATION,Closed,2025-08-02,PM02,Completed,2025-09-17,2025-09-17,2025-09-17,2025-09-17,2,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,3.96,1049.81,
N0001074,,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2025-07-31,3,Operator Route,Drying - Operations,Sensory Route,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.51,293.42,
N0001075,,PLT-FL-DIG-BLC,XV-DIG-BLC-01,2025-07-31,2,Planned Inspection,Digester - Inspection,Planned Inspection,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,DIG-VALVES,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.07,241.73,
N0001076,,PLT-RU-UTL-BFW,P-UTL-BFW-01,2025-08-01,3,Operator Route,Utilities - Operations,Sensory Route,Delivered flow below expected operating range.,LOW_FLOW,LOW_FLOW,Mechanical,,UTL-MECHANICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.83,321.75,
N0001077,,PLT-FL-DRY-FOR,P-DRY-FOR-01,2025-08-03,3,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,DRY-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.92,367.11,
N0001078,,PLT-FL-BLE-TWR,AG-BLE-TWR-01,2025-08-05,3,Planned Inspection,Bleaching - Inspection,Planned Inspection,Bearing temperature trending above baseline.,BEARING_TEMPERATURE,BEARING_TEMPERATURE,Mechanical,Lubrication,BLE-LUBRICATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.39,300.62,
N0001079,,PLT-RU-RB-SBL,ZS-RB-SBL-01,2025-08-06,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,Automation,RB-AUTOMATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.39,269.30,
N0001080,WO0000660,PLT-RU-UTL-PWT,FT-UTL-PWT-01,2025-08-07,2,Operator Report,Utilities - Operations,,Indicated value drifts from independent reference.,SIGNAL_DRIFT,SIGNAL_DRIFT,Instrumentation,,UTL-INSTRUMENTATION,Closed,2025-08-07,PM02,Completed,2025-09-06,2025-09-06,2025-09-06,2025-09-06,1,WORK_COMPLETED,Corrective scope executed and checked.,Calibration,Calibration performed; post-work functional check within tolerance.,TRUE,3.24,957.06,
N0001081,WO0000661,PLT-RU-RB-BLF,FV-RB-BLF-01,2025-08-08,2,Operator Route,Recovery Boiler - Operations,Sensory Route,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Valves,Instrumentation,RB-INSTRUMENTATION,Closed,2025-08-12,PM02,Completed,2025-08-29,2025-08-31,2025-08-29,2025-08-31,0,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.39,247.78,
N0001082,WO0000662,PLT-RU-CAU-GLC,P-CAU-GLC-01,2025-08-08,2,Operator Route,Causticizing - Operations,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,CAU-MECHANICAL,Closed,2025-08-10,PM02,Completed,2025-08-29,2025-08-31,2025-08-29,2025-08-31,1,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,6.45,1709.28,
N0001083,WO0000663,PLT-RU-RB-SBL,XV-RB-SBL-01,2025-08-08,1,Breakdown / Corrective,Recovery Boiler - Operations,,Actuator supply pressure decays while held.,ACTUATOR_LEAKAGE,ACTUATOR_LEAKAGE,Instrumentation,,RB-INSTRUMENTATION,Closed,2025-08-12,CM01,Completed,2025-08-25,2025-08-25,2025-08-25,2025-08-25,1,WORK_COMPLETED,Corrective scope executed and checked.,Seal replacement,Seal replacement performed; post-work functional check within tolerance.,TRUE,5.41,3149.26,
N0001084,WO0000664,PLT-RU-LIM-LMF,FT-LIM-LMF-01,2025-08-09,3,Operator Report,Lime Kiln - Operations,,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,LIM-AUTOMATION,Closed,2025-08-11,PM02,Completed,2025-10-19,2025-10-19,2025-10-19,2025-10-19,4,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,8.10,6572.18,
N0001085,,PLT-FL-DRY-HYD,P-DRY-HYD-01,2025-08-11,2,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Hydraulic pressure decays with no external leak.,HYD_INTERNAL_LEAKAGE,HYD_INTERNAL_LEAKAGE,Mechanical,,DRY-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.71,316.05,
N0001086,,PLT-RU-RB-STM,PV-RB-STM-01,2025-08-11,3,Operator Route,Recovery Boiler - Operations,Sensory Route,Valve feedback differs from demanded position.,POSITIONER_DEVIATION,POSITIONER_DEVIATION,Valves,,RB-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.35,112.39,
N0001087,WO0000665,PLT-RU-UTL-CWT,M-UTL-CWT-01,2025-08-13,1,Operator Route,Utilities - Operations,Sensory Route,Localized heating at electrical connection.,TERMINAL_HEATING,TERMINAL_HEATING,Electrical,,UTL-ELECTRICAL,Closed,2025-08-13,CM01,Completed,2025-08-16,2025-08-18,2025-08-16,2025-08-18,0,WORK_COMPLETED,Corrective scope executed and checked.,Tightening,Tightening performed; post-work functional check within tolerance.,TRUE,4.02,985.57,
N0001088,,PLT-RU-CAU-GLH,P-CAU-GLH-01,2025-08-13,3,Operator Route,Causticizing - Operations,Sensory Route,Oil condition test indicates degraded lubricant.,OIL_DEGRADATION,OIL_DEGRADATION,Lubrication,,CAU-LUBRICATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.00,185.33,
N0001089,WO0000666,PLT-FL-DIG-IMP,FT-DIG-IMP-01,2025-08-15,1,Maintenance Sensory Route,Digester - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,Automation,DIG-AUTOMATION,Closed,2025-08-15,CM01,Completed,2025-08-18,2025-08-18,2025-08-18,2025-08-18,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,4.16,3373.59,
N0001090,,PLT-FL-BLE-STW,FV-BLE-STW-01,2025-08-15,3,Operator Report,Bleaching - Operations,,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,Instrumentation,BLE-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.44,253.84,
N0001091,,PLT-RU-RB-FWS,FV-RB-FWS-01,2025-08-15,3,Planned Inspection,Recovery Boiler - Inspection,Planned Inspection,Visible leakage at valve packing.,EXTERNAL_LEAKAGE,EXTERNAL_LEAKAGE,Valves,,RB-VALVES,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,0.49,139.20,
N0001092,,PLT-RU-RB-SBL,SBL-RB-SBL-01,2025-08-15,3,Maintenance Sensory Route,Recovery Boiler - Maintenance Route A,Sensory Route,Mechanism travel is uneven with elevated resistance.,MECHANICAL_BINDING,MECHANICAL_BINDING,Mechanical,,RB-MECHANICAL,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.10,201.63,
N0001093,,PLT-RU-RB-SMT,M-RB-SMT-01,2025-08-17,3,Process Alarm,Recovery Boiler - Control Room,Process / Control Monitoring,Motor bearing vibration above baseline.,MOTOR_BEARING_VIBRATION,MOTOR_BEARING_VIBRATION,Electrical,,RB-ELECTRICAL,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.39,295.36,
N0001094,WO0000667,PLT-RU-CAU-WLC,FV-CAU-WLC-01,2025-08-18,1,Process Alarm,Causticizing - Control Room,Process / Control Monitoring,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Valves,,CAU-VALVES,Closed,2025-08-22,CM01,Completed,2025-10-21,2025-10-22,2025-10-21,2025-10-22,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.73,204.20,
N0001095,WO0000668,PLT-FL-DRY-HYD,HPU-DRY-HYD-01,2025-08-18,1,Process Alarm,Drying - Control Room,Process / Control Monitoring,Hydraulic header pressure oscillates under steady demand.,HYD_PRESS_INSTABILITY,HYD_PRESS_INSTABILITY,Hydraulics,,DRY-HYDRAULICS,Closed,2025-08-23,CM01,Completed,2025-10-02,2025-10-03,2025-10-02,2025-10-03,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,0.30,94.77,
N0001096,WO0000669,PLT-RU-RB-FWS,M-RB-FWS-01,2025-08-18,1,Condition Monitoring,Recovery Boiler - Condition Monitoring,Predictive Route,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,RB-ELECTRICAL,Closed,2025-08-20,CM01,Completed,2025-08-20,2025-08-21,2025-08-20,2025-08-21,0,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,6.18,1821.81,
N0001097,WO0000670,PLT-FL-DIG-CIR,P-DIG-CIR-01,2025-08-18,1,Process Alarm,Digester - Control Room,Process / Control Monitoring,Elevated vibration at pump bearing housing.,PUMP_BEARING_VIBRATION,PUMP_BEARING_VIBRATION,Mechanical,,DIG-MECHANICAL,Closed,2025-08-23,CM01,Completed,2025-09-23,2025-09-23,2025-09-23,2025-09-23,4,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Inspected and recorded readings; no component correction performed.,TRUE,1.88,341.21,
N0001098,WO0000671,PLT-FL-DRY-PMF,P-DRY-PMF-01,2025-08-21,2,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Crackling noise and unstable suction pressure.,CAVITATION,CAVITATION,Mechanical,,DRY-MECHANICAL,Closed,2025-08-23,PM02,Completed,2025-10-24,2025-10-24,2025-10-24,2025-10-24,3,WORK_COMPLETED,Corrective scope executed and checked.,Cleaning,Cleaning performed; post-work functional check within tolerance.,TRUE,3.61,956.27,
N0001099,,PLT-FL-DRY-SHT,ENC-DRY-SHT-01,2025-08-22,3,Maintenance Sensory Route,Drying - Maintenance Route A,Sensory Route,Measured output outside calibration tolerance.,CALIBRATION_DEVIATION,CALIBRATION_DEVIATION,Instrumentation,,DRY-INSTRUMENTATION,Closed,,,,,,,,,NO_ACTION_REQUIRED,Notification dispositioned without corrective scope.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.86,359.50,
N0001100,WO0000672,PLT-RU-UTL-BFW,PT-UTL-BFW-01,2025-08-23,1,Maintenance Sensory Route,Utilities - Maintenance Route A,Sensory Route,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Automation,,UTL-AUTOMATION,Closed,2025-08-23,CM01,Completed,2025-08-23,2025-08-24,2025-08-23,2025-08-24,0,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,6.74,5471.52,
N0001101,,PLT-FL-DRY-FOR,M-DRY-FOR-01,2025-08-24,2,Operator Report,Drying - Operations,,Motor temperature rising at normal load.,MOTOR_OVERHEATING,MOTOR_OVERHEATING,Electrical,,DRY-ELECTRICAL,Closed,,,,,,,,,NO_DEFECT_FOUND,Inspection could not confirm the reported abnormality.,Inspection only,Field inspection completed; no corrective maintenance performed.,FALSE,1.65,276.42,
N0001102,,PLT-RU-UTL-STM,PV-UTL-STM-01,2025-08-24,3,Operator Route,Utilities - Operations,Sensory Route,Valve travel sticks during small command changes.,VALVE_STICTION,VALVE_STICTION,Instrumentation,,UTL-INSTRUMENTATION,Closed,,,,,,,,,MONITOR_CONDITION,Condition recorded; continue observation without corrective work.,Inspection only,Field inspection completed; no corrective maintenance performed.,TRUE,1.81,329.80,
N0001103,WO0000673,PLT-FL-DRY-PRS,PT-DRY-PRS-01,2025-08-25,3,Planned Inspection,Drying - Inspection,Planned Inspection,Intermittent signal dropout at stable process conditions.,INTERMITTENT_SIGNAL,INTERMITTENT_SIGNAL,Instrumentation,,DRY-INSTRUMENTATION,Closed,2025-08-29,PM02,Completed,2025-10-15,2025-10-15,2025-10-15,2025-10-15,2,WORK_COMPLETED,Corrective scope executed and checked.,Instrument replacement,Instrument replacement performed; post-work functional check within tolerance.,TRUE,7.28,5907.06,
N0001104,WO0000674,PLT-RU-CAU-REA,AG-CAU-REA-01,2025-08-26,3,Condition Monitoring,Causticizing - Condition Monitoring,Predictive Route,Rotating assembly shows dominant once-per-revolution vibration.,IMBALANCE,IMBALANCE,Mechanical,,CAU-MECHANICAL,Closed,2025-08-27,PM02,Completed,2025-10-27,2025-10-29,2025-10-27,2025-10-29,5,WORK_COMPLETED,Corrective scope executed and checked.,Adjustment,Adjustment performed; post-work functional check within tolerance.,TRUE,10.36,5126.15,
